sample	samples	RNAss	FOXM1	AKT_PATHWAY	ALK_PATHWAY	BRCA_ATR_PATHWAY	CASPASE_CASCADE_(APOPTOSIS)	CTLA4_PATHWAY	PD1_SIGNALING	PI3K_CASCADE	PTEN_PATHWAY	RAS_PATHWAY	RB_PATHWAY	Subtype_Immune_Model_Based	cancer type abbreviation
TCGA-W8-A86G-01	TCGA-W8-A86G-01	0.195688	6.74	-1.0498	0.122	0.1494	-0.5391	-0.8336	0.964	-1.0023	1.4063	-0.0209	-0.348	Inflammatory (Immune C3)	BRCA
TCGA-CC-A9FV-01	TCGA-CC-A9FV-01	0.19565	5.73	-0.0434	0.4742	-0.1514	-1.5477	0.2531	-1.8079	0.9561	-0.5387	1.3851	0.6654	Inflammatory (Immune C3)	LIHC
TCGA-ET-A3BU-01	TCGA-ET-A3BU-01	0.195613	6.32	0.1118	-0.3011	0.7665	-1.0344	-0.5205	-0.3368	-0.4076	-0.2016	0.4478	0.0277	Inflammatory (Immune C3)	THCA
TCGA-CV-6934-01	TCGA-CV-6934-01	0.19557	10.08	0.653	1.2518	2.302	-0.3967	0.5835	1.0979	0.9813	1.0494	1.6789	1.8384	IFN-gamma Dominant (Immune C2)	HNSC
TCGA-IB-7649-01	TCGA-IB-7649-01	0.195503	7.49	-0.9052	1.4386	1.6239	-1.0594	0.4643	-0.3343	1.0305	1.9083	1.1421	1.6475	Inflammatory (Immune C3)	PAAD
TCGA-XF-A9SL-01	TCGA-XF-A9SL-01	0.195412	9.51	-0.2971	0.0406	0.1497	-0.2559	0.5547	0.098	1.0375	0.0859	-0.3312	0.7003	Inflammatory (Immune C3)	BLCA
TCGA-CE-A484-01	TCGA-CE-A484-01	0.195332	6.83	-0.0155	-0.718	0.5631	-1.1717	-1.1882	0.2373	-1.0363	-0.5165	-0.3352	-1.9685	Inflammatory (Immune C3)	THCA
TCGA-B4-5836-01	TCGA-B4-5836-01	0.195276	7.91	-0.36	1.0202	0.5796	-0.476	1.1315	-1.2935	0.8515	0.0188	2.0176	0.3992	Inflammatory (Immune C3)	KIRC
TCGA-BH-A0EA-01	TCGA-BH-A0EA-01	0.195189	6.77	-1.6549	1.4791	0.8853	-0.4444	-0.2149	-0.2625	0.0191	1.6219	1.1037	0.6877	Inflammatory (Immune C3)	BRCA
TCGA-EL-A3CM-01	TCGA-EL-A3CM-01	0.195185	6.26	0.09	-0.2887	0.6987	-0.906	-0.5403	-0.2164	0.0274	0.2397	0.4911	-0.4044	Inflammatory (Immune C3)	THCA
TCGA-EM-A2OX-01	TCGA-EM-A2OX-01	0.195177	6.02	0.0382	-0.4707	0.4541	-1.2574	-0.4559	-0.2085	-0.1993	-0.4803	0.5354	-0.3159	Inflammatory (Immune C3)	THCA
TCGA-BP-4968-01	TCGA-BP-4968-01	0.195041	7.85	-0.118	0.9559	0.1677	-0.7862	0.7507	-0.3468	1.3547	0.0926	1.7253	0.3455	Inflammatory (Immune C3)	KIRC
TCGA-EL-A3ZT-01	TCGA-EL-A3ZT-01	0.194826	6.18	0.0423	-0.089	0.3857	-1.0068	-0.3699	0.1362	-0.5072	0.042	-0.0931	-0.7641	Inflammatory (Immune C3)	THCA
TCGA-E8-A416-01	TCGA-E8-A416-01	0.194796	5.8	0.4121	0.6738	1.197	-0.9577	-0.5746	0.232	-0.2522	0.423	0.254	-1.1168	Inflammatory (Immune C3)	THCA
TCGA-AC-A3HN-01	TCGA-AC-A3HN-01	0.194501	9.06	-0.8652	1.3037	0.6144	0.1021	0.2401	0.0462	0.7208	1.0726	1.3094	0.6661	Inflammatory (Immune C3)	BRCA
TCGA-55-8621-01	TCGA-55-8621-01	0.194481	8.4	0.23	1.1913	0.932	-0.275	1.3022	0.8629	1.5862	1.0644	1.0569	0.8954	Inflammatory (Immune C3)	LUAD
TCGA-LK-A4O7-01	TCGA-LK-A4O7-01	0.194227	10.15	0.6099	-0.6479	0.9827	0.4112	0.0741	0.8504	-0.2497	0.3738	-0.368	-1.712	Wound Healing (Immune C1)	MESO
TCGA-SI-A71Q-01	TCGA-SI-A71Q-01	0.194043	11.95	0.3091	-0.0462	3.6904	0.6076	-1.6176	0.9182	-1.4874	1.673	0.7401	-1.4917	Wound Healing (Immune C1)	SARC
TCGA-TS-A7P8-01	TCGA-TS-A7P8-01	0.194018	9.28	0.2939	1.4224	0.6083	0.043	0.4855	0.4295	1.2601	0.2619	0.2819	0.6647	IFN-gamma Dominant (Immune C2)	MESO
TCGA-DI-A1C3-01	TCGA-DI-A1C3-01	0.193928	8.94	0.3558	-1.173	1.023	-0.1984	0.0806	0.8232	0.4837	1.7188	-1.0404	-2.0932	Inflammatory (Immune C3)	UCEC
TCGA-ET-A3BQ-01	TCGA-ET-A3BQ-01	0.193923	6.25	0.3466	-0.11	0.8862	-1.0532	-0.4397	-0.1842	-0.3575	-0.2372	0.1938	-0.371	Inflammatory (Immune C3)	THCA
TCGA-FK-A3SB-01	TCGA-FK-A3SB-01	0.193861	5.43	0.3963	-0.3454	0.8712	-1.1868	-0.7233	-0.3732	-0.8706	-0.2271	0.2127	-0.1682	Inflammatory (Immune C3)	THCA
TCGA-EL-A3T9-01	TCGA-EL-A3T9-01	0.193834	7.85	0.2954	-0.2587	0.5946	-0.4145	-0.3574	1.2619	0.3671	-0.6669	0.528	0.1225	TGF-beta Dominant (Immune C6)	THCA
TCGA-QR-A6GR-01	TCGA-QR-A6GR-01	0.193798	6.64	-0.715	-1.1992	-0.1169	-2.2601	-1.6547	-0.7437	-0.9805	-0.0757	0.899	-0.6784	Inflammatory (Immune C3)	PCPG
TCGA-D7-A747-01	TCGA-D7-A747-01	0.193752	8.99	-0.507	1.5886	2.2422	-0.1148	0.5913	0.0365	0.8337	2.7364	2.4031	0.8675	IFN-gamma Dominant (Immune C2)	STAD
TCGA-28-2513-01	TCGA-28-2513-01	0.193742	8.19	-0.4939	0.4308	1.6028	-0.8949	0.0401	-0.3961	0.3886	0.0574	0.3128	1.1652	Lymphocyte Depleted (Immune C4)	GBM
TCGA-ET-A39S-01	TCGA-ET-A39S-01	0.193609	4.94	0.4323	-0.261	0.579	-1.2863	-0.8085	-0.195	-0.6275	-0.1823	-0.1329	-0.8387	Inflammatory (Immune C3)	THCA
TCGA-CZ-5988-01	TCGA-CZ-5988-01	0.193553	9.09	-0.7744	0.5042	0.4844	-0.0557	0.7034	-2.8636	0.5971	-0.2194	1.4474	0.2577	Inflammatory (Immune C3)	KIRC
TCGA-DJ-A3UQ-01	TCGA-DJ-A3UQ-01	0.193531	6.76	0.3218	0.0434	0.5671	-0.5922	0.0597	-0.3307	0.5604	-0.1601	0.5544	0.1866	Inflammatory (Immune C3)	THCA
TCGA-AR-A2LM-01	TCGA-AR-A2LM-01	0.193495	6.56	-1.624	1.55	1.1302	-0.0136	0.0592	-0.4422	0.2388	1.2554	1.5918	0.4208	Inflammatory (Immune C3)	BRCA
TCGA-BJ-A45J-01	TCGA-BJ-A45J-01	0.193413	5.24	0.0215	-0.536	0.4312	-1.4457	-0.6919	-0.0935	-0.6736	-0.5324	-0.1653	-0.1305	Inflammatory (Immune C3)	THCA
TCGA-HV-A5A3-01	TCGA-HV-A5A3-01	0.193393	8.59	0.6352	-0.7923	1.2718	-1.1422	0.3723	2.4144	-0.3677	0.5175	-0.0025	0.8292	Wound Healing (Immune C1)	PAAD
TCGA-LD-A74U-01	TCGA-LD-A74U-01	0.193199	8.76	-0.187	1.2756	0.8892	0.1307	0.2453	0.9754	0.3981	1.2843	1.153	0.9798	TGF-beta Dominant (Immune C6)	BRCA
TCGA-DV-A4W0-01	TCGA-DV-A4W0-01	0.193149	7.81	1.0862	1.0845	0.1314	-0.8272	0.2163	-0.4847	0.1279	0.4418	1.4523	-0.0079	Inflammatory (Immune C3)	KIRC
TCGA-K4-A4AB-01	TCGA-K4-A4AB-01	0.193147	7.71	1.9779	-0.1738	0.0126	-1.2488	-0.1428	0.7646	-0.2164	-0.5459	0.6848	1.1484	Wound Healing (Immune C1)	BLCA
TCGA-TS-A7OY-01	TCGA-TS-A7OY-01	0.19311	10.1	0.4115	0.6247	0.6941	0.1703	0.2717	-0.0674	1.2746	0.1389	0.132	0.5818	Wound Healing (Immune C1)	MESO
TCGA-EL-A3H7-01	TCGA-EL-A3H7-01	0.192999	6.49	0.1574	0.2335	0.7179	-0.685	0.4745	-0.0821	1.127	-0.4557	1.1485	0.6097	Inflammatory (Immune C3)	THCA
TCGA-FB-A545-01	TCGA-FB-A545-01	0.192741	9.91	1.11	-0.5917	1.3436	-0.1617	-0.181	1.2423	-1.0024	1.3152	0.1091	0.9122	IFN-gamma Dominant (Immune C2)	PAAD
TCGA-ET-A39J-01	TCGA-ET-A39J-01	0.192699	7.14	0.055	-0.3106	0.8819	-0.9359	-0.8422	-0.2875	-0.8068	-0.0062	0.4209	-0.0908	Lymphocyte Depleted (Immune C4)	THCA
TCGA-HZ-A8P0-01	TCGA-HZ-A8P0-01	0.192643	8.32	0.4476	0.3093	1.2898	-0.725	0.6972	1.1337	0.0731	1.4492	0.1305	0.8731	Inflammatory (Immune C3)	PAAD
TCGA-2J-AAB8-01	TCGA-2J-AAB8-01	0.192543	9.15	0.51	0.0229	1.6819	-0.268	0.1857	0.2005	0.0774	1.048	0.3566	1.0299	IFN-gamma Dominant (Immune C2)	PAAD
TCGA-BS-A0T9-01	TCGA-BS-A0T9-01	0.192534	8.08	0.8437	-1.3498	1.1637	-0.6505	0.3198	1.3426	-0.4214	1.6286	-0.3635	-0.7481	Wound Healing (Immune C1)	UCEC
TCGA-DJ-A3VD-01	TCGA-DJ-A3VD-01	0.192409	7.81	0.1863	0.9344	1.1833	-0.1018	0.8893	0.1334	1.4484	0.1568	0.8671	0.7428	Inflammatory (Immune C3)	THCA
TCGA-B0-5092-01	TCGA-B0-5092-01	0.19238	8.97	0.6936	0.7748	0.2737	-0.0943	1.4559	0.1348	1.948	0.3429	1.1859	-0.4114	Inflammatory (Immune C3)	KIRC
TCGA-CJ-5686-01	TCGA-CJ-5686-01	0.192321	6.92	-0.4715	1.1355	0.3009	-0.6786	0.8605	-0.8219	1.0794	0.5715	1.4558	0.5428	Inflammatory (Immune C3)	KIRC
TCGA-EL-A3T3-01	TCGA-EL-A3T3-01	0.192282	6.22	0.1666	-0.6803	0.2178	-1.1868	-0.6164	-0.1103	-0.3944	-0.2397	-0.2286	-0.7083	Inflammatory (Immune C3)	THCA
TCGA-B8-5163-01	TCGA-B8-5163-01	0.192256	9.03	-0.8875	1.8226	0.8236	-0.312	1.1553	-0.5547	1.8715	0.654	2.3996	1.6914	IFN-gamma Dominant (Immune C2)	KIRC
TCGA-IB-AAUM-01	TCGA-IB-AAUM-01	0.192145	7.03	0.5997	0.8072	1.6395	-0.78	0.6844	0.4442	0.5085	2.911	0.5753	0.6752	Inflammatory (Immune C3)	PAAD
TCGA-DJ-A3VE-01	TCGA-DJ-A3VE-01	0.192121	5.41	0.1037	-0.5779	0.936	-0.6502	-0.5082	0.0891	-0.7282	0.273	-0.2933	-1.1683	Inflammatory (Immune C3)	THCA
TCGA-G7-7502-01	TCGA-G7-7502-01	0.191655	6.78	0.4836	-0.009	0.3967	-0.7557	-0.1478	0.0337	0.6101	0.6834	-0.1628	-0.0434	Inflammatory (Immune C3)	KIRP
TCGA-CZ-5458-01	TCGA-CZ-5458-01	0.191645	7	-0.2164	1.2908	0.0825	-0.7479	0.2591	-0.6976	0.945	0.4191	1.536	0.6592	Inflammatory (Immune C3)	KIRC
TCGA-IB-7652-01	TCGA-IB-7652-01	0.191573	8.1	-0.0176	1.4285	2.2935	-0.5755	0.2523	0.2809	0.4952	2.4866	0.9762	1.7743	Inflammatory (Immune C3)	PAAD
TCGA-BR-A4J5-01	TCGA-BR-A4J5-01	0.191571	9.18	0.0808	0.4637	1.9897	0.1204	0.5375	0.4356	0.1041	0.8859	0.9608	0.1566	Wound Healing (Immune C1)	STAD
TCGA-DJ-A2Q9-01	TCGA-DJ-A2Q9-01	0.191497	7.95	-0.3229	1.1017	0.9995	-0.0474	0.6556	0.0105	1.586	0.0309	1.0728	0.9965	Inflammatory (Immune C3)	THCA
TCGA-CW-5580-01	TCGA-CW-5580-01	0.191423	7.69	-0.2529	0.7748	0.9048	-0.0635	0.4504	-0.8094	0.2819	0.6757	1.6934	0.3183	Inflammatory (Immune C3)	KIRC
TCGA-BP-5194-01	TCGA-BP-5194-01	0.191316	7.34	-0.4092	1.0416	0.9042	-0.6813	0.4455	-0.9984	0.7221	0.0839	2.2861	0.678	Inflammatory (Immune C3)	KIRC
TCGA-DD-A4NB-01	TCGA-DD-A4NB-01	0.191298	7.1	-0.4036	0.5528	0.4373	-1.6014	0.042	-0.8823	0.1073	0.3907	0.128	-0.5703	Inflammatory (Immune C3)	LIHC
TCGA-PZ-A5RE-01	TCGA-PZ-A5RE-01	0.191254	8.57	0.3649	0.0463	1.1986	-0.9154	0.435	0.9411	0.6444	0.9144	0.0568	2.3647	Wound Healing (Immune C1)	PAAD
TCGA-ET-A3DP-01	TCGA-ET-A3DP-01	0.191141	5.48	0.3431	0.4551	0.7094	-1.3535	-0.1133	-0.205	0.135	-0.0246	0.4229	0.1483	Inflammatory (Immune C3)	THCA
TCGA-E9-A22E-01	TCGA-E9-A22E-01	0.191101	9.15	-1.2948	0.9564	0.4602	-0.5715	-0.0832	0.3824	0.591	0.3318	1.3278	0.3629	IFN-gamma Dominant (Immune C2)	BRCA
TCGA-A3-3322-01	TCGA-A3-3322-01	0.19109	7.92	0.1792	0.4866	0.8285	-0.1785	0.089	-0.2585	0.2441	0.4341	1.3896	-0.4567	Inflammatory (Immune C3)	KIRC
TCGA-DJ-A3VJ-01	TCGA-DJ-A3VJ-01	0.191058	6.58	-0.3001	0.0544	0.6401	-0.8369	0.1499	0.1094	0.2843	-0.3318	0.4542	0.0625	Wound Healing (Immune C1)	THCA
TCGA-IB-A6UF-01	TCGA-IB-A6UF-01	0.19102	9.82	0.4942	0.1802	1.1619	-0.4622	-0.0751	1.9142	-0.4997	1.4468	0.3636	1.7973	Wound Healing (Immune C1)	PAAD
TCGA-CJ-4903-01	TCGA-CJ-4903-01	0.191018	6.92	0.5262	0.7143	0.3787	-0.6974	0.6574	-1.4175	1.2078	0.341	1.6077	0.1197	Inflammatory (Immune C3)	KIRC
TCGA-B0-5099-01	TCGA-B0-5099-01	0.19098	6.88	0.1295	0.7605	0.259	-0.5993	0.1374	-0.5283	-0.4343	0.4587	1.5619	-0.249	Inflammatory (Immune C3)	KIRC
TCGA-AY-6196-01	TCGA-AY-6196-01	0.190921	8.9	0.3923	1.591	0.9079	-0.141	1.0476	-0.3275	1.656	1.1854	1.6506	1.177	Inflammatory (Immune C3)	COAD
TCGA-A2-A0YD-01	TCGA-A2-A0YD-01	0.190872	8.23	-1.7188	1.5319	1.081	-0.2397	0.5547	-0.2775	0.62	0.654	1.1759	1.0655	Wound Healing (Immune C1)	BRCA
TCGA-44-8120-01	TCGA-44-8120-01	0.190742	8.13	1.1105	-0.099	0.7491	-0.914	0.3015	1.5245	0.4324	0.3743	0.8014	0.9463	Inflammatory (Immune C3)	LUAD
TCGA-DV-5565-01	TCGA-DV-5565-01	0.19065	6.27	0.2193	1.1879	0.7314	-2.0079	0.1326	-0.5451	0.3845	-0.4697	1.1246	2.1549	Inflammatory (Immune C3)	KIRC
TCGA-E2-A153-01	TCGA-E2-A153-01	0.190455	7.77	-1.7868	-0.0047	0.1143	-0.7042	-0.5578	0.7278	-0.1612	0.3058	0.7461	-0.0413	TGF-beta Dominant (Immune C6)	BRCA
TCGA-BH-A42U-01	TCGA-BH-A42U-01	0.190355	7.4	0.4663	1.1064	1.0563	-0.8059	0.1256	0.9565	0.9049	0.897	0.3502	0.4089	Inflammatory (Immune C3)	BRCA
TCGA-55-8207-01	TCGA-55-8207-01	0.190275	6.66	-0.9651	0.4856	0.9992	-1.0273	0.3888	-0.4179	0.6805	1.2095	0.253	0.172	Inflammatory (Immune C3)	LUAD
TCGA-AC-A3YI-01	TCGA-AC-A3YI-01	0.19023	7.41	-0.2986	1.3137	0.7466	-0.7263	0.3527	0.9732	0.1347	0.7909	0.4005	0.8669	Wound Healing (Immune C1)	BRCA
TCGA-2J-AAB4-01	TCGA-2J-AAB4-01	0.190189	8.31	-0.0419	0.7419	1.3515	-0.2785	0.8958	1.3244	0.6139	1.4049	0.1818	1.4196	Wound Healing (Immune C1)	PAAD
TCGA-EL-A3TA-01	TCGA-EL-A3TA-01	0.190093	5.74	0.5906	0.2588	0.816	-1.3446	-0.2215	0.3559	0.3941	-0.2136	-0.1315	-0.4644	Inflammatory (Immune C3)	THCA
TCGA-B1-A47N-01	TCGA-B1-A47N-01	0.190039	7.18	0.1919	-1.4446	-0.3352	-1.0103	-0.9031	-0.2496	-0.0738	0.0593	-1.0782	-2.7595	Inflammatory (Immune C3)	KIRP
TCGA-14-0789-01	TCGA-14-0789-01	0.190038	7.51	-0.2489	0.5151	1.7262	-1.1393	-0.3456	-0.7876	0.162	0.2421	0.2695	1.4286	Lymphocyte Depleted (Immune C4)	GBM
TCGA-6D-AA2E-01	TCGA-6D-AA2E-01	0.189999	5.41	-0.3437	0.5871	0.8407	-1.7697	-0.3224	-0.763	0.5159	1.1772	0.5285	0.149	Inflammatory (Immune C3)	KIRC
TCGA-DW-7842-01	TCGA-DW-7842-01	0.189992	6.19	0.2822	-0.2391	0.557	-0.6376	-1.1639	-0.8237	-1.1728	0.2281	0.5399	-0.3696	Inflammatory (Immune C3)	KIRP
TCGA-BP-4981-01	TCGA-BP-4981-01	0.189904	6.46	1.6056	-0.0214	0.1824	-1.0864	0.4737	-0.0674	1.0351	0.2739	0.762	-0.2755	Inflammatory (Immune C3)	KIRC
TCGA-44-2665-01	TCGA-44-2665-01	0.18968	8.25	1.1866	0.0849	1.3598	-0.1434	0.4951	0.128	1.1278	-0.0173	-0.0224	0.6361	TGF-beta Dominant (Immune C6)	LUAD
TCGA-DJ-A3V0-01	TCGA-DJ-A3V0-01	0.189598	6.88	0.0778	-0.3711	0.3625	-0.9912	-0.4089	0.2345	0.0317	-0.0767	0.1549	-0.5836	Inflammatory (Immune C3)	THCA
TCGA-EU-5905-01	TCGA-EU-5905-01	0.18956	6.75	-0.3036	0.588	0.1347	-0.5013	0.2915	-1.4657	0.5223	0.8392	1.2048	0.2159	Inflammatory (Immune C3)	KIRC
TCGA-BP-4975-01	TCGA-BP-4975-01	0.189415	7.7	-0.0531	1.0097	0.7637	-0.6972	0.1462	-0.6151	0.4331	0.5604	2.291	0.6403	Inflammatory (Immune C3)	KIRC
TCGA-OL-A6VQ-01	TCGA-OL-A6VQ-01	0.189385	7.97	-1.7619	1.0621	0.3256	-0.3986	0.1502	-0.0685	0.2405	1.0509	0.4941	0.4347	Inflammatory (Immune C3)	BRCA
TCGA-B6-A0IH-01	TCGA-B6-A0IH-01	0.1893	6.28	-1.239	1.3051	0.7637	-0.2621	-0.0414	0.4592	0.5021	0.9554	1.5983	0.6201	Inflammatory (Immune C3)	BRCA
TCGA-BP-5189-01	TCGA-BP-5189-01	0.189271	7.21	0.0529	1.1474	0.3751	-0.6629	0.6603	-0.4975	1.0468	0.3395	1.7576	0.5539	Inflammatory (Immune C3)	KIRC
TCGA-FX-A3NJ-01	TCGA-FX-A3NJ-01	0.189249	9.18	-1.9425	0.8253	0.1128	-0.4914	-0.5246	-0.7165	-0.2518	0.0733	1.7995	0.4284	Inflammatory (Immune C3)	SARC
TCGA-MP-A4TK-01	TCGA-MP-A4TK-01	0.189205	10.24	0.6058	-0.0261	1.4251	0.3799	0.5325	1.447	1.1198	0.7051	0.3467	0.5309	Wound Healing (Immune C1)	LUAD
TCGA-XX-A89A-01	TCGA-XX-A89A-01	0.189087	9.21	-0.4168	1.7954	0.699	-0.1037	0.1259	0.6607	1.027	0.98	1.1037	0.6961	Inflammatory (Immune C3)	BRCA
TCGA-S7-A7X0-01	TCGA-S7-A7X0-01	0.18905	6.87	0.48	-0.404	0.1805	-1.7923	-1.4023	-0.5776	-1.0118	0.204	0.5808	-0.7125	Inflammatory (Immune C3)	PCPG
TCGA-D7-8578-01	TCGA-D7-8578-01	0.189036	10.23	0.5257	0.6914	2.1347	0.0727	0.8035	-0.0381	0.11	1.1984	1.2979	0.7498	Wound Healing (Immune C1)	STAD
TCGA-93-7348-01	TCGA-93-7348-01	0.188938	8.49	-1.7082	1.4386	0.6911	-0.5208	0.7259	-0.1742	0.8046	0.7273	0.1489	-0.0413	Inflammatory (Immune C3)	LUAD
TCGA-RN-A68Q-01	TCGA-RN-A68Q-01	0.188928	8.03	-0.1885	0.6133	-0.7275	-0.9723	0.0148	-0.5529	1.0573	-0.9587	0.1758	0.9644	Inflammatory (Immune C3)	SARC
TCGA-BP-4965-01	TCGA-BP-4965-01	0.188899	8	-0.331	1.0917	0.9393	-0.4474	0.2531	-0.5276	0.6802	0.4379	1.932	0.6689	Inflammatory (Immune C3)	KIRC
TCGA-E9-A1NG-01	TCGA-E9-A1NG-01	0.188875	8.54	-1.5514	1.0855	0.6657	-0.2675	-0.291	-0.6022	0.5643	0.2966	1.2367	1.0369	TGF-beta Dominant (Immune C6)	BRCA
TCGA-B0-5402-01	TCGA-B0-5402-01	0.188812	6.69	-2.2509	1.7564	0.1332	-0.555	0.5343	-0.7323	0.6622	0.6496	2.039	-0.1758	Inflammatory (Immune C3)	KIRC
TCGA-A3-3320-01	TCGA-A3-3320-01	0.188812	6.51	0.1392	1.1732	0.6154	-0.9119	0.2602	-0.6476	0.5288	0.8064	1.8428	0.2451	Inflammatory (Immune C3)	KIRC
TCGA-DW-7836-01	TCGA-DW-7836-01	0.188761	5.9	1.1491	-0.9905	0.1207	-0.9699	-1.3254	-1.0188	-0.9077	0.19	-0.1051	-0.3201	Inflammatory (Immune C3)	KIRP
TCGA-CJ-4639-01	TCGA-CJ-4639-01	0.188729	6.4	-0.2321	1.7445	1.1182	-0.5782	1.0395	-0.7833	1.1749	0.1172	2.3075	0.5156	Inflammatory (Immune C3)	KIRC
TCGA-BJ-A45K-01	TCGA-BJ-A45K-01	0.188663	6.06	0.9533	-0.3792	0.4349	-1.5485	-1.4294	0.023	-2.0605	-0.1471	-0.0966	-0.2274	Inflammatory (Immune C3)	THCA
TCGA-28-5218-01	TCGA-28-5218-01	0.18855	10.49	-0.822	-0.0685	1.7421	-0.0959	-0.0626	0.462	0.155	-0.639	0.4234	-0.5968	Wound Healing (Immune C1)	GBM
TCGA-LK-A4NZ-01	TCGA-LK-A4NZ-01	0.188514	7.14	0.3867	0.6042	1.5369	-0.6546	0.2649	0.4302	0.5327	1.1685	0.2087	-0.6212	IFN-gamma Dominant (Immune C2)	MESO
TCGA-CZ-5461-01	TCGA-CZ-5461-01	0.188463	6.78	-0.8449	1.2384	0.6865	-0.7053	0.4146	-0.7573	1.1059	0.9935	1.7556	0.7728	Inflammatory (Immune C3)	KIRC
TCGA-B8-A54H-01	TCGA-B8-A54H-01	0.188268	5.98	0.2776	1.1836	1.0074	-0.9008	0.8663	-0.3193	0.8422	-0.1263	1.671	0.5901	Inflammatory (Immune C3)	KIRC
TCGA-B0-5113-01	TCGA-B0-5113-01	0.188221	6.33	0.198	1.1998	1.2254	-0.3136	0.5142	-1.0034	1.0345	0.7552	2.0241	0.7372	Inflammatory (Immune C3)	KIRC
TCGA-DJ-A4V5-01	TCGA-DJ-A4V5-01	0.188151	6.84	0.2639	0.3336	0.5906	-0.681	0.4105	0.4177	0.8877	-0.4118	0.4533	0.5323	Inflammatory (Immune C3)	THCA
TCGA-02-0055-01	TCGA-02-0055-01	0.18783	8.87	-0.717	0.9425	1.503	-0.4145	0.1925	0.3438	0.4779	0.7982	0.0015	1.4161	Lymphocyte Depleted (Immune C4)	GBM
TCGA-41-3915-01	TCGA-41-3915-01	0.187724	10.02	-0.2641	-0.0171	1.2844	-0.2257	-0.4585	-0.1424	0.3308	0.8339	0.2396	1.2077	Lymphocyte Depleted (Immune C4)	GBM
TCGA-HV-A5A4-01	TCGA-HV-A5A4-01	0.187546	7.98	-1.0422	0.3212	1.725	-0.4463	0.5017	0.9886	0.202	1.7174	0.02	1.239	IFN-gamma Dominant (Immune C2)	PAAD
TCGA-GM-A5PX-01	TCGA-GM-A5PX-01	0.187517	6.04	-2.0145	-0.12	0.0459	-0.7708	-0.5644	-0.1807	-0.1619	0.4799	-0.3491	-0.8498	Inflammatory (Immune C3)	BRCA
TCGA-BP-4987-01	TCGA-BP-4987-01	0.187464	7.41	0.3299	0.8177	0.856	-0.432	0.5492	-0.5204	0.7813	0.4529	1.8328	0.1908	Inflammatory (Immune C3)	KIRC
TCGA-ET-A3DQ-01	TCGA-ET-A3DQ-01	0.187102	4.93	-0.4249	1.2027	1.1106	-1.2283	0.1888	-0.2514	0.9266	0.0984	0.8447	0.6382	Inflammatory (Immune C3)	THCA
TCGA-YL-A8SK-01	TCGA-YL-A8SK-01	0.18681	6.93	0.7387	0.9459	1.1222	-0.7549	0.1624	1.0083	-0.1723	1.2896	0.7441	0.2619	Inflammatory (Immune C3)	PRAD
TCGA-NJ-A55A-01	TCGA-NJ-A55A-01	0.186749	7.63	0.4673	0.8944	0.9378	-0.2672	0.8255	0.0062	1.129	0.627	0.2994	-0.4156	Inflammatory (Immune C3)	LUAD
TCGA-A4-7734-01	TCGA-A4-7734-01	0.186722	6.79	0.265	0.4827	0.5213	-0.2154	-0.1188	-0.5183	-0.0758	0.9424	0.7845	0.8655	Inflammatory (Immune C3)	KIRP
TCGA-B0-5711-01	TCGA-B0-5711-01	0.186663	6.93	-0.3392	1.0521	0.9128	-0.4617	0.7923	-1.0298	0.9506	0.1698	2.0624	0.6382	Inflammatory (Immune C3)	KIRC
TCGA-DX-A48P-01	TCGA-DX-A48P-01	0.186654	8.74	-0.928	0.3679	0.0349	-0.5712	-0.4159	-1.0834	0.4752	-0.1475	0.5155	-0.5996	Inflammatory (Immune C3)	SARC
TCGA-DJ-A4UP-01	TCGA-DJ-A4UP-01	0.186405	6.54	0.1204	0.9745	0.9179	-0.6918	0.302	0.3102	1.004	0.001	0.4089	0.034	Inflammatory (Immune C3)	THCA
TCGA-EU-5906-01	TCGA-EU-5906-01	0.186124	7.46	-0.2615	1.5844	0.9369	-0.4822	0.67	-0.9237	0.7433	0.3135	1.9205	0.5497	Inflammatory (Immune C3)	KIRC
TCGA-UZ-A9PJ-01	TCGA-UZ-A9PJ-01	0.186117	5.93	-0.1992	-0.5017	0.1983	-0.8466	-0.9512	-0.8527	-1.4883	-0.1741	0.2555	-0.6338	Inflammatory (Immune C3)	KIRP
TCGA-K1-A6RU-01	TCGA-K1-A6RU-01	0.186074	10.41	0.0438	0.9683	1.7335	-0.5701	0.2301	-0.8251	0.229	-0.7205	0.39	1.7088	TGF-beta Dominant (Immune C6)	SARC
TCGA-EL-A3T8-01	TCGA-EL-A3T8-01	0.185658	6.87	0.4795	0.2493	0.8315	-0.7441	-0.1886	0.0312	-0.5529	0.0854	0.5633	0.0535	Inflammatory (Immune C3)	THCA
TCGA-2Z-A9JK-01	TCGA-2Z-A9JK-01	0.185574	8	0.3426	0.2988	-0.253	-0.4058	0.4687	-0.0535	0.5927	0.2204	0.5788	-0.0727	Inflammatory (Immune C3)	KIRP
TCGA-D7-6518-01	TCGA-D7-6518-01	0.185536	9.27	-0.3802	0.8139	1.0459	-0.5135	0.1151	-0.6497	0.505	0.7519	1.2875	1.1498	Wound Healing (Immune C1)	STAD
TCGA-BR-8371-01	TCGA-BR-8371-01	0.185414	6.91	0.4034	0.8258	1.0334	-0.644	-0.2683	0.1741	0.3898	1.7694	0.6325	0.1308	Inflammatory (Immune C3)	STAD
